,Property Types,Price,Street Addresses,City,State,Zipcode,Sqft Area,Beds,Baths,Links
0,House for Sale,"$319,900","302 Wildbrier Dr,",Ballwin,MO,63011,"2,319",5,2,https://www.realtor.com//realestateandhomes-detail/302-Wildbrier-Dr_Ballwin_MO_63011_M81879-54121
1,House for Sale,"$259,900","504 Hillbrook Dr,",Ballwin,MO,63011,"1,954",3,2,https://www.realtor.com//realestateandhomes-detail/504-Hillbrook-Dr_Ballwin_MO_63011_M83997-47662
2,House for Sale,"$279,900","147 Country Creek Ct,",Ballwin,MO,63011,"2,001",3,2.5,https://www.realtor.com//realestateandhomes-detail/147-Country-Creek-Ct_Ballwin_MO_63011_M84542-50248
3,House for Sale,"$199,900","607 Morewood Ct,",Manchester,MO,63011,"1,376",3,2,https://www.realtor.com//realestateandhomes-detail/607-Morewood-Ct_Manchester_MO_63011_M89701-54882
4,House for Sale,"$664,900","556 Eagles Nest Ct,",Wildwood,MO,63011,"3,828",4,3.5,https://www.realtor.com//realestateandhomes-detail/556-Eagles-Nest-Ct_Ballwin_MO_63011_M76547-30974
5,House for Sale,"$350,000","349 Cherry Hill Dr,",Ellisville,MO,63011,"2,397",3,2.5,https://www.realtor.com//realestateandhomes-detail/349-Cherry-Hill-Dr_Ellisville_MO_63011_M73739-32097
6,House for Sale,"$243,900","818 Crestland Dr,",Ballwin,MO,63011,"1,110",4,2,https://www.realtor.com//realestateandhomes-detail/818-Crestland-Dr_Ballwin_MO_63011_M70156-94592
7,House for Sale,"$310,000","140 Wild Oak Ct,",Ballwin,MO,63011,"1,888",4,2.5,https://www.realtor.com//realestateandhomes-detail/140-Wild-Oak-Ct_Ballwin_MO_63011_M70034-78883
8,House for Sale,"$490,000","16727 Highland Summit Dr,",Wildwood,MO,63011,"2,995",5,4.5,https://www.realtor.com//realestateandhomes-detail/16727-Highland-Summit-Dr_Ballwin_MO_63011_M80957-43475
9,House for Sale,"$210,000","911 Parkway Dr,",Ballwin,MO,63011,"1,520",3,2,https://www.realtor.com//realestateandhomes-detail/911-Parkway-Dr_Ballwin_MO_63011_M89549-51080
10,Condo/Townhome,"$270,000","2511 Newpoint Dr,",Wildwood,MO,63011,"1,576",3,3,https://www.realtor.com//realestateandhomes-detail/2511-Newpoint-Dr_Wildwood_MO_63011_M80332-57936
11,House for Sale,"$340,000","402 Baberton Dr,",Ballwin,MO,63011,"2,419",4,2.5,https://www.realtor.com//realestateandhomes-detail/402-Baberton-Dr_Ballwin_MO_63011_M71071-30510
12,House for Sale,"$194,900","983 Claytonbrook Dr,",Ballwin,MO,63011,"1,699",2,2,https://www.realtor.com//realestateandhomes-detail/983-Claytonbrook-Dr_Ballwin_MO_63011_M71721-07273
13,House for Sale,"$459,500","1963 Woodmoor Ridge Dr,",Wildwood,MO,63011,"2,654",4,3.5+,https://www.realtor.com//realestateandhomes-detail/1963-Woodmoor-Ridge-Dr_Ballwin_MO_63011_M76763-81784
14,House for Sale,"$365,000","1660 Waldens Meadow Ct,",Ellisville,MO,63011,"2,431",4,3.5,https://www.realtor.com//realestateandhomes-detail/1660-Waldens-Meadow-Ct_Ellisville_MO_63011_M83469-57045
15,House for Sale,"$229,000","1390 Marsh Ave,",Ellisville,MO,63011,"1,008",4,2,https://www.realtor.com//realestateandhomes-detail/1390-Marsh-Ave_Ellisville_MO_63011_M89348-31843
16,House for Sale,"$229,500","234 Pleasant Grove Ave,",Ballwin,MO,63011,"1,678",3,2.5,https://www.realtor.com//realestateandhomes-detail/234-Pleasant-Grove-Ave_Ballwin_MO_63011_M88396-17360
17,House for Sale,"$281,000","420 Claymont Dr,",Ballwin,MO,63011,"1,969",3,2,https://www.realtor.com//realestateandhomes-detail/420-Claymont-Dr_Ballwin_MO_63011_M71186-08421
18,House for Sale,"$429,900","16404 Prestwick Place Ln,",Wildwood,MO,63011,"2,672",4,3.5,https://www.realtor.com//realestateandhomes-detail/16404-Prestwick-Place-Ln_Ballwin_MO_63011_M75052-19310
19,House for Sale,"$539,900","Arlington II - Woodland,",Wildwood,MO,63011,"2,496",3,2,https://www.realtor.com//realestateandhomes-detail/Arlington-II-Woodland_The-Villages-at-Brightleaf-Woodland-Village_Entrance-to-Community-at-Hwy-100-(Manchester-Rd)-&-Taylor-Rd_Wildwood_MO_63011_P415805179601
20,House for Sale,"$484,900","806 Woodsdale Ct,",Wildwood,MO,63011,"2,882",5,3.5,https://www.realtor.com//realestateandhomes-detail/806-Woodsdale-Ct_Wildwood_MO_63011_M70592-32585
21,House for Sale,"$452,500","2208 Edge Wood Manor Ln,",Wildwood,MO,63011,"3,030",5,4.5,https://www.realtor.com//realestateandhomes-detail/2208-Edge-Wood-Manor-Ln_Ballwin_MO_63011_M82267-96606
22,House for Sale,"$280,000","419 Glenmeadow Dr,",Ballwin,MO,63011,"2,087",3,2,https://www.realtor.com//realestateandhomes-detail/419-Glenmeadow-Dr_Ballwin_MO_63011_M84368-64540
23,House for Sale,"$299,000","953 Chartrand Dr,",Ballwin,MO,63011,"1,600",4,3,https://www.realtor.com//realestateandhomes-detail/953-Chartrand-Dr_Ballwin_MO_63011_M86282-74496
24,House for Sale,"$319,000","1525 W Field Ave,",Ellisville,MO,63011,"2,471",4,2.5,https://www.realtor.com//realestateandhomes-detail/1525-W-Field-Ave_Ellisville_MO_63011_M75389-07722
25,House for Sale,"$299,900","1012 Wagonwheel Trl,",Ellisville,MO,63011,"1,822",3,2,https://www.realtor.com//realestateandhomes-detail/1012-Wagonwheel-Trl_Ellisville_MO_63011_M73001-82797
26,House for Sale,"$309,000","8 Grellnor Pl,",Manchester,MO,63011,"2,183",3,1.5,https://www.realtor.com//realestateandhomes-detail/8-Grellnor-Pl_Manchester_MO_63011_M86249-46455
27,House for Sale,"$442,500","325 Berry Brook Ct,",Wildwood,MO,63011,"2,660",4,3.5,https://www.realtor.com//realestateandhomes-detail/325-Berry-Brook-Ct_Wildwood_MO_63011_M74937-42103
28,House for Sale,"$274,900","1017 Mallow Dr,",Ellisville,MO,63011,"1,647",3,2,https://www.realtor.com//realestateandhomes-detail/1017-Mallow-Dr_Ellisville_MO_63011_M71151-24498
29,House for Sale,"$289,900","422 Monticello Dr,",Ballwin,MO,63011,"1,698",3,2,https://www.realtor.com//realestateandhomes-detail/422-Monticello-Dr_Ballwin_MO_63011_M84296-09756
30,House for Sale,"$389,900","2030 Sundowner Ridge Dr,",Wildwood,MO,63011,"2,796",4,2.5+,https://www.realtor.com//realestateandhomes-detail/2030-Sundowner-Ridge-Dr_Wildwood_MO_63011_M76063-59078
31,House for Sale,"$384,900","363 Royal Village Dr,",Manchester,MO,63011,"2,843",6,3.5,https://www.realtor.com//realestateandhomes-detail/363-Royal-Village-Dr_Ballwin_MO_63011_M88172-16157
32,House for Sale,"$324,900","7 Glenworth Ct,",Manchester,MO,63011,"2,397",4,2.5,https://www.realtor.com//realestateandhomes-detail/7-Glenworth-Ct_Manchester_MO_63011_M86066-86143
33,House for Sale,"$400,000","400 Thunderhead Canyon Dr,",Wildwood,MO,63011,"2,916",4,3.5,https://www.realtor.com//realestateandhomes-detail/400-Thunderhead-Canyon-Dr_Wildwood_MO_63011_M79405-33973
34,Condo/Townhome,"$869,900","283 Meadowbrook Country Club Est,",Ballwin,MO,63011,"2,800",3,3.5,https://www.realtor.com//realestateandhomes-detail/283-Meadowbrook-Country-Club-Est_Ballwin_MO_63011_M87401-27135
35,House for Sale,"$469,900","1546 Virginia Dr,",Ellisville,MO,63011,"3,142",4,3.5,https://www.realtor.com//realestateandhomes-detail/1546-Virginia-Dr_Ellisville_MO_63011_M81366-50291
36,House for Sale,"$350,000","1572 Englebrook Dr,",Wildwood,MO,63011,"2,796",3,2.5,https://www.realtor.com//realestateandhomes-detail/1572-Englebrook-Dr_Wildwood_MO_63011_M80853-35088
37,House for Sale,"$339,900","400 Nottingham Dr,",Ballwin,MO,63011,"2,721",4,2.5,https://www.realtor.com//realestateandhomes-detail/400-Nottingham-Dr_Ballwin_MO_63011_M83193-96176
38,Condo/Townhome,"$294,900","721 Turtle Cv,",Ballwin,MO,63011,"1,290",2,2.5,https://www.realtor.com//realestateandhomes-detail/721-Turtle-Cv_Ballwin_MO_63011_M93520-53684
39,House for Sale,"$369,900","914 Morena Ct,",Ballwin,MO,63011,"2,200",4,2,https://www.realtor.com//realestateandhomes-detail/914-Morena-Ct_Ballwin_MO_63011_M83313-21277
40,House for Sale,"$335,900","617 Forrester Dr,",Manchester,MO,63011,"2,910",4,4,https://www.realtor.com//realestateandhomes-detail/617-Forrester-Dr_Manchester_MO_63011_M97818-21145
41,Condo/Townhome,"$525,000","512 Trevi Ln,",Ballwin,MO,63011,"1,807",3,3,https://www.realtor.com//realestateandhomes-detail/512-Trevi-Ln_Ballwin_MO_63011_M87586-11043
42,House for Sale,"$324,900","461 Maymont Dr,",Ballwin,MO,63011,"1,769",3,3,https://www.realtor.com//realestateandhomes-detail/461-Maymont-Dr_Ballwin_MO_63011_M86460-95320
43,House for Sale,"$295,000","582 Monroe Mill Dr,",Ballwin,MO,63011,"1,972",3,2,https://www.realtor.com//realestateandhomes-detail/582-Monroe-Mill-Dr_Ballwin_MO_63011_M76955-47667
44,House for Sale,"$319,900","302 Wildbrier Dr,",Ballwin,MO,63011,"2,319",5,2,https://www.realtor.com//realestateandhomes-detail/302-Wildbrier-Dr_Ballwin_MO_63011_M81879-54121
45,House for Sale,"$664,900","556 Eagles Nest Ct,",Wildwood,MO,63011,"3,828",4,3.5,https://www.realtor.com//realestateandhomes-detail/556-Eagles-Nest-Ct_Ballwin_MO_63011_M76547-30974
46,House for Sale,"$279,900","147 Country Creek Ct,",Ballwin,MO,63011,"2,001",3,2.5,https://www.realtor.com//realestateandhomes-detail/147-Country-Creek-Ct_Ballwin_MO_63011_M84542-50248
47,House for Sale,"$259,900","504 Hillbrook Dr,",Ballwin,MO,63011,"1,954",3,2,https://www.realtor.com//realestateandhomes-detail/504-Hillbrook-Dr_Ballwin_MO_63011_M83997-47662
48,House for Sale,"$199,900","607 Morewood Ct,",Manchester,MO,63011,"1,376",3,2,https://www.realtor.com//realestateandhomes-detail/607-Morewood-Ct_Manchester_MO_63011_M89701-54882
49,House for Sale,"$350,000","349 Cherry Hill Dr,",Ellisville,MO,63011,"2,397",3,2.5,https://www.realtor.com//realestateandhomes-detail/349-Cherry-Hill-Dr_Ellisville_MO_63011_M73739-32097
50,House for Sale,"$243,900","818 Crestland Dr,",Ballwin,MO,63011,"1,110",4,2,https://www.realtor.com//realestateandhomes-detail/818-Crestland-Dr_Ballwin_MO_63011_M70156-94592
51,House for Sale,"$310,000","140 Wild Oak Ct,",Ballwin,MO,63011,"1,888",4,2.5,https://www.realtor.com//realestateandhomes-detail/140-Wild-Oak-Ct_Ballwin_MO_63011_M70034-78883
52,House for Sale,"$490,000","16727 Highland Summit Dr,",Wildwood,MO,63011,"2,995",5,4.5,https://www.realtor.com//realestateandhomes-detail/16727-Highland-Summit-Dr_Ballwin_MO_63011_M80957-43475
53,House for Sale,"$340,000","402 Baberton Dr,",Ballwin,MO,63011,"2,419",4,2.5,https://www.realtor.com//realestateandhomes-detail/402-Baberton-Dr_Ballwin_MO_63011_M71071-30510
54,Condo/Townhome,"$270,000","2511 Newpoint Dr,",Wildwood,MO,63011,"1,576",3,3,https://www.realtor.com//realestateandhomes-detail/2511-Newpoint-Dr_Wildwood_MO_63011_M80332-57936
55,House for Sale,"$210,000","911 Parkway Dr,",Ballwin,MO,63011,"1,520",3,2,https://www.realtor.com//realestateandhomes-detail/911-Parkway-Dr_Ballwin_MO_63011_M89549-51080
56,House for Sale,"$219,900","15935 Sandalwood Creek Dr,",Wildwood,MO,63011,"1,164",3,2.5,https://www.realtor.com//realestateandhomes-detail/15935-Sandalwood-Creek-Dr_Ballwin_MO_63011_M78961-64757
57,House for Sale,"$229,000","1390 Marsh Ave,",Ellisville,MO,63011,"1,008",4,2,https://www.realtor.com//realestateandhomes-detail/1390-Marsh-Ave_Ellisville_MO_63011_M89348-31843
58,House for Sale,"$365,000","1660 Waldens Meadow Ct,",Ellisville,MO,63011,"2,431",4,3.5,https://www.realtor.com//realestateandhomes-detail/1660-Waldens-Meadow-Ct_Ellisville_MO_63011_M83469-57045
59,House for Sale,"$459,500","1963 Woodmoor Ridge Dr,",Wildwood,MO,63011,"2,654",4,3.5+,https://www.realtor.com//realestateandhomes-detail/1963-Woodmoor-Ridge-Dr_Ballwin_MO_63011_M76763-81784
60,House for Sale,"$194,900","983 Claytonbrook Dr,",Ballwin,MO,63011,"1,699",2,2,https://www.realtor.com//realestateandhomes-detail/983-Claytonbrook-Dr_Ballwin_MO_63011_M71721-07273
61,House for Sale,"$281,000","420 Claymont Dr,",Ballwin,MO,63011,"1,969",3,2,https://www.realtor.com//realestateandhomes-detail/420-Claymont-Dr_Ballwin_MO_63011_M71186-08421
62,House for Sale,"$539,900","Arlington II - Woodland,",Wildwood,MO,63011,"2,496",3,2,https://www.realtor.com//realestateandhomes-detail/Arlington-II-Woodland_The-Villages-at-Brightleaf-Woodland-Village_Entrance-to-Community-at-Hwy-100-(Manchester-Rd)-&-Taylor-Rd_Wildwood_MO_63011_P415805179601
63,House for Sale,"$229,500","234 Pleasant Grove Ave,",Ballwin,MO,63011,"1,678",3,2.5,https://www.realtor.com//realestateandhomes-detail/234-Pleasant-Grove-Ave_Ballwin_MO_63011_M88396-17360
64,House for Sale,"$429,900","16404 Prestwick Place Ln,",Wildwood,MO,63011,"2,672",4,3.5,https://www.realtor.com//realestateandhomes-detail/16404-Prestwick-Place-Ln_Ballwin_MO_63011_M75052-19310
65,House for Sale,"$319,000","1525 W Field Ave,",Ellisville,MO,63011,"2,471",4,2.5,https://www.realtor.com//realestateandhomes-detail/1525-W-Field-Ave_Ellisville_MO_63011_M75389-07722
66,House for Sale,"$484,900","806 Woodsdale Ct,",Wildwood,MO,63011,"2,882",5,3.5,https://www.realtor.com//realestateandhomes-detail/806-Woodsdale-Ct_Wildwood_MO_63011_M70592-32585
67,House for Sale,"$299,900","1012 Wagonwheel Trl,",Ellisville,MO,63011,"1,822",3,2,https://www.realtor.com//realestateandhomes-detail/1012-Wagonwheel-Trl_Ellisville_MO_63011_M73001-82797
68,House for Sale,"$452,500","2208 Edge Wood Manor Ln,",Wildwood,MO,63011,"3,030",5,4.5,https://www.realtor.com//realestateandhomes-detail/2208-Edge-Wood-Manor-Ln_Ballwin_MO_63011_M82267-96606
69,House for Sale,"$299,000","953 Chartrand Dr,",Ballwin,MO,63011,"1,600",4,3,https://www.realtor.com//realestateandhomes-detail/953-Chartrand-Dr_Ballwin_MO_63011_M86282-74496
70,House for Sale,"$449,000","1231 DE Noailles Dr,",Ballwin,MO,63011,"2,357",3,3,https://www.realtor.com//realestateandhomes-detail/1231-De-Noailles-Dr_Manchester_MO_63011_M84644-68117
71,House for Sale,"$442,500","325 Berry Brook Ct,",Wildwood,MO,63011,"2,660",4,3.5,https://www.realtor.com//realestateandhomes-detail/325-Berry-Brook-Ct_Wildwood_MO_63011_M74937-42103
72,House for Sale,"$309,000","8 Grellnor Pl,",Manchester,MO,63011,"2,183",3,1.5,https://www.realtor.com//realestateandhomes-detail/8-Grellnor-Pl_Manchester_MO_63011_M86249-46455
73,House for Sale,"$274,900","1017 Mallow Dr,",Ellisville,MO,63011,"1,647",3,2,https://www.realtor.com//realestateandhomes-detail/1017-Mallow-Dr_Ellisville_MO_63011_M71151-24498
74,House for Sale,"$289,900","422 Monticello Dr,",Ballwin,MO,63011,"1,698",3,2,https://www.realtor.com//realestateandhomes-detail/422-Monticello-Dr_Ballwin_MO_63011_M84296-09756
75,House for Sale,"$319,900","1004 Bedford Ln,",Ballwin,MO,63011,"1,909",4,2.5,https://www.realtor.com//realestateandhomes-detail/1004-Bedford-Ln_Ballwin_MO_63011_M88187-28652
76,House for Sale,"$335,900","617 Forrester Dr,",Manchester,MO,63011,"2,910",4,4,https://www.realtor.com//realestateandhomes-detail/617-Forrester-Dr_Manchester_MO_63011_M97818-21145
77,House for Sale,"$400,000","400 Thunderhead Canyon Dr,",Wildwood,MO,63011,"2,916",4,3.5,https://www.realtor.com//realestateandhomes-detail/400-Thunderhead-Canyon-Dr_Wildwood_MO_63011_M79405-33973
78,House for Sale,"$384,900","363 Royal Village Dr,",Manchester,MO,63011,"2,843",6,3.5,https://www.realtor.com//realestateandhomes-detail/363-Royal-Village-Dr_Ballwin_MO_63011_M88172-16157
79,House for Sale,"$399,900","1611 Clayton Spur Ct,",Ellisville,MO,63011,"2,280",5,3.5,https://www.realtor.com//realestateandhomes-detail/1611-Clayton-Spur-Ct_Ellisville_MO_63011_M81612-22885
80,House for Sale,"$279,900","856 Claymont Dr,",Ballwin,MO,63011,"1,754",4,2,https://www.realtor.com//realestateandhomes-detail/856-Claymont-Dr_Ballwin_MO_63011_M70867-83306
81,House for Sale,"$339,900","400 Nottingham Dr,",Ballwin,MO,63011,"2,721",4,2.5,https://www.realtor.com//realestateandhomes-detail/400-Nottingham-Dr_Ballwin_MO_63011_M83193-96176
82,House for Sale,"$469,900","1546 Virginia Dr,",Ellisville,MO,63011,"3,142",4,3.5,https://www.realtor.com//realestateandhomes-detail/1546-Virginia-Dr_Ellisville_MO_63011_M81366-50291
83,House for Sale,"$369,900","914 Morena Ct,",Ballwin,MO,63011,"2,200",4,2,https://www.realtor.com//realestateandhomes-detail/914-Morena-Ct_Ballwin_MO_63011_M83313-21277
84,Condo/Townhome,"$525,000","512 Trevi Ln,",Ballwin,MO,63011,"1,807",3,3,https://www.realtor.com//realestateandhomes-detail/512-Trevi-Ln_Ballwin_MO_63011_M87586-11043
85,House for Sale,"$350,000","1572 Englebrook Dr,",Wildwood,MO,63011,"2,796",3,2.5,https://www.realtor.com//realestateandhomes-detail/1572-Englebrook-Dr_Wildwood_MO_63011_M80853-35088
86,House for Sale,"$340,000","8 Nicolet Dr,",Manchester,MO,63011,"2,528",5,3,https://www.realtor.com//realestateandhomes-detail/8-Nicolet-Dr_Ballwin_MO_63011_M70599-39752
87,House for Sale,"$645,000","270 Churchill Ln,",Ballwin,MO,63011,"4,164",4,3.5,https://www.realtor.com//realestateandhomes-detail/270-Churchill-Ln_Ballwin_MO_63011_M80840-64162
88,House for Sale,"$539,000","617 Dartmouth Crest Dr,",Wildwood,MO,63011,"3,200",5,4.5,https://www.realtor.com//realestateandhomes-detail/617-Dartmouth-Crest-Dr_Ballwin_MO_63011_M75761-37102
89,Condo/Townhome,"$80,000","845 Lilybud Ct,",Ballwin,MO,63011,"1,240",3,1.5+,https://www.realtor.com//realestateandhomes-detail/845-Lilybud-Ct_Ballwin_MO_63011_M85891-15694
90,House for Sale,"$449,000","2257 Crimson View Dr,",Wildwood,MO,63011,"2,788",5,4.5,https://www.realtor.com//realestateandhomes-detail/2257-Crimson-View-Dr_Wildwood_MO_63011_M74182-77866
91,House for Sale,"$215,000","114 Holloway Rd,",Ballwin,MO,63011,"1,235",2,2.5,https://www.realtor.com//realestateandhomes-detail/114-N-Holloway-Rd_Ballwin_MO_63011_M75600-48700
92,House for Sale,"$499,000","930 Wynhaven Ln,",Ballwin,MO,63011,"2,550",4,2.5+,https://www.realtor.com//realestateandhomes-detail/930-Wynhaven-Ln_Ballwin_MO_63011_M84524-68484
93,House for Sale,"$247,000","16519 Oak Forest Ct,",Wildwood,MO,63011,"1,477",3,2,https://www.realtor.com//realestateandhomes-detail/16519-Oak-Forest-Ct_Wildwood_MO_63011_M80596-55705
94,House for Sale,"$260,000","1058 Lemar Dr,",Ellisville,MO,63011,"1,144",7,2,https://www.realtor.com//realestateandhomes-detail/1058-Lemar-Dr_Ellisville_MO_63011_M72841-95708
95,House for Sale,"$360,000","424 Mayfair Dr,",Ballwin,MO,63011,"1,845",3,2,https://www.realtor.com//realestateandhomes-detail/424-Mayfair-Dr_Ballwin_MO_63011_M85804-62292
96,House for Sale,"$237,500","526 Spring Meadows Dr,",Manchester,MO,63011,"1,274",4,2,https://www.realtor.com//realestateandhomes-detail/526-Spring-Meadows-Dr_Manchester_MO_63011_M89116-10789
97,House for Sale,"$210,000","806 Streiff Ln,",Ballwin,MO,63011,"1,317",2,2,https://www.realtor.com//realestateandhomes-detail/806-Streiff-Ln_Ballwin_MO_63011_M77338-42718
98,House for Sale,"$195,000","413 Crestbury Dr,",Ballwin,MO,63011,"1,188",3,2,https://www.realtor.com//realestateandhomes-detail/413-Crestbury-Dr_Ballwin_MO_63011_M84075-93289
99,House for Sale,"$324,900","7 Glenworth Ct,",Manchester,MO,63011,"2,397",4,2.5,https://www.realtor.com//realestateandhomes-detail/7-Glenworth-Ct_Manchester_MO_63011_M86066-86143
100,House for Sale,"$435,000","344 Country Club Dr,",Ballwin,MO,63011,"2,386",4,3,https://www.realtor.com//realestateandhomes-detail/344-Country-Club-Dr_Ballwin_MO_63011_M84673-36892
101,House for Sale,"$299,900","250 Oak Pass Ct,",Ballwin,MO,63011,"2,022",3,2.5,https://www.realtor.com//realestateandhomes-detail/250-Oak-Pass-Ct_Ballwin_MO_63011_M87224-34160
102,House for Sale,"$280,000","419 Glenmeadow Dr,",Ballwin,MO,63011,"2,087",3,2,https://www.realtor.com//realestateandhomes-detail/419-Glenmeadow-Dr_Ballwin_MO_63011_M84368-64540
103,House for Sale,"$299,900","906 Del Ebro Dr,",Ballwin,MO,63011,"1,620",3,2,https://www.realtor.com//realestateandhomes-detail/906-Del-Ebro-Dr_Ballwin_MO_63011_M82882-04582
104,House for Sale,"$275,000","308 Claymont Dr,",Ballwin,MO,63011,"1,845",3,2,https://www.realtor.com//realestateandhomes-detail/308-Claymont-Dr_Ballwin_MO_63011_M78531-99235
105,House for Sale,"$449,900","221 Turnberry Place Dr,",Wildwood,MO,63011,"2,343",5,3.5,https://www.realtor.com//realestateandhomes-detail/221-Turnberry-Place-Dr_Ballwin_MO_63011_M74848-58104
106,House for Sale,"$749,000","15248 Clayton Rd,",Ballwin,MO,63011,"3,433",4,3.5,https://www.realtor.com//realestateandhomes-detail/15248-Clayton-Rd_Ballwin_MO_63011_M86567-70866
107,House for Sale,"$324,900","461 Maymont Dr,",Ballwin,MO,63011,"1,769",3,3,https://www.realtor.com//realestateandhomes-detail/461-Maymont-Dr_Ballwin_MO_63011_M86460-95320
108,House for Sale,"$299,900","946 Newport Ln,",Ballwin,MO,63011,"2,143",3,2.5,https://www.realtor.com//realestateandhomes-detail/946-Newport-Ln_Ballwin_MO_63011_M71144-12074
109,House for Sale,"$425,000","1608 Strecker Pines Ct,",Wildwood,MO,63011,"2,662",4,3.5,https://www.realtor.com//realestateandhomes-detail/1608-Strecker-Pines-Ct_Wildwood_MO_63011_M71814-20610
110,Condo/Townhome,"$375,000","502 Trevi Ln,",Ballwin,MO,63011,"1,725",2,2,https://www.realtor.com//realestateandhomes-detail/502-Trevi-Ln_Ballwin_MO_63011_M88918-87474?ex=MO2381902616
111,Condo/Townhome,"$469,900","17051 Fire Glow Dr,",Wildwood,MO,63011,"1,492",2,2.5,https://www.realtor.com//realestateandhomes-detail/17051-Fire-Glow-Dr_Wildwood_MO_63011_M93525-97457
112,House for Sale,"$289,900","340 Oakleigh Woods Dr,",Ballwin,MO,63011,"1,760",3,2.5,https://www.realtor.com//realestateandhomes-detail/340-Oakleigh-Woods-Dr_Ballwin_MO_63011_M89512-23783
113,House for Sale,"$325,000","1381 Nykiel Ct,",Ballwin,MO,63011,"1,885",4,2,https://www.realtor.com//realestateandhomes-detail/1381-Nykiel-Ct_Ballwin_MO_63011_M83845-32671
114,House for Sale,"$275,500","851 Gardenway Dr,",Ballwin,MO,63011,"1,903",3,2,https://www.realtor.com//realestateandhomes-detail/851-Gardenway-Dr_Ballwin_MO_63011_M82267-96422
115,House for Sale,"$325,000","353 Sudbury Ln,",Ballwin,MO,63011,"1,248",4,3,https://www.realtor.com//realestateandhomes-detail/353-Sudbury-Ln_Ballwin_MO_63011_M78131-07378
116,House for Sale,"$349,900","127 Lucerne Crossing Ct,",Ballwin,MO,63011,"2,260",4,2.5,https://www.realtor.com//realestateandhomes-detail/127-Lucerne-Crossing-Ct_Ballwin_MO_63011_M99533-58133
117,House for Sale,"$289,900","395 Gateshead Dr,",Manchester,MO,63011,"2,114",4,2.5,https://www.realtor.com//realestateandhomes-detail/395-Gateshead-Dr_Manchester_MO_63011_M86481-77138
118,House for Sale,"$275,000","515 Glan Tai Dr,",Manchester,MO,63011,"2,110",4,3,https://www.realtor.com//realestateandhomes-detail/515-Glan-Tai-Dr_Ballwin_MO_63011_M83490-85759
119,House for Sale,"$389,900","2030 Sundowner Ridge Dr,",Wildwood,MO,63011,"2,796",4,2.5+,https://www.realtor.com//realestateandhomes-detail/2030-Sundowner-Ridge-Dr_Wildwood_MO_63011_M76063-59078
120,House for Sale,"$365,000","890 Rusticmanor Cir,",Ballwin,MO,63011,"1,976",5,3,https://www.realtor.com//realestateandhomes-detail/890-Rusticmanor-Cir_Ballwin_MO_63011_M81706-73913
121,House for Sale,"$299,000","16870 Hickory Trails Ln,",Wildwood,MO,63011,"2,563",4,2.5,https://www.realtor.com//realestateandhomes-detail/16870-Hickory-Trails-Ln_Wildwood_MO_63011_M85214-87455
122,House for Sale,"$349,900","280 Strecker Farms Ct,",Wildwood,MO,63011,"2,800",4,2.5,https://www.realtor.com//realestateandhomes-detail/280-Strecker-Farms-Ct_Wildwood_MO_63011_M80410-77486
123,House for Sale,"$375,000","2115 Oak Crest Manor Ln,",Wildwood,MO,63011,"2,540",4,2.5,https://www.realtor.com//realestateandhomes-detail/2115-Oak-Crest-Manor-Ln_Ballwin_MO_63011_M76374-76140
124,House for Sale,"$389,900","578 Princeway Ct,",Manchester,MO,63011,"2,730",5,3.5,https://www.realtor.com//realestateandhomes-detail/578-Princeway-Ct_Manchester_MO_63011_M82591-63040
125,Condo/Townhome,"$869,900","283 Meadowbrook Country Club Est,",Ballwin,MO,63011,"2,800",3,3.5,https://www.realtor.com//realestateandhomes-detail/283-Meadowbrook-Country-Club-Est_Ballwin_MO_63011_M87401-27135
126,Condo/Townhome,"$294,900","721 Turtle Cv,",Ballwin,MO,63011,"1,290",2,2.5,https://www.realtor.com//realestateandhomes-detail/721-Turtle-Cv_Ballwin_MO_63011_M93520-53684
127,House for Sale,"$389,900","1541 Clayton Woods Ct,",Wildwood,MO,63011,"2,508",4,2.5,https://www.realtor.com//realestateandhomes-detail/1541-Clayton-Woods-Ct_Wildwood_MO_63011_M72134-69321
128,House for Sale,"$392,500","608 Log Hill Ct,",Ballwin,MO,63011,"2,460",4,2.5,https://www.realtor.com//realestateandhomes-detail/608-Log-Hill-Ct_Ballwin_MO_63011_M71292-43919
129,House for Sale,"$295,000","582 Monroe Mill Dr,",Ballwin,MO,63011,"1,972",3,2,https://www.realtor.com//realestateandhomes-detail/582-Monroe-Mill-Dr_Ballwin_MO_63011_M76955-47667
130,Condo/Townhome,"$1,275,000","214 Meadowbrook Country Club Dr,",Ballwin,MO,63011,"3,924",4,4.5,https://www.realtor.com//realestateandhomes-detail/214-Meadowbrook-Country-Club-Est_Ballwin_MO_63011_M87399-03540
131,House for Sale,"$572,900","Glenhurst - Woodland,",Wildwood,MO,63011,"3,419",4,2,https://www.realtor.com//realestateandhomes-detail/Glenhurst-Woodland_The-Villages-at-Brightleaf-Woodland-Village_Entrance-to-Community-at-Hwy-100-(Manchester-Rd)-&-Taylor-Rd_Wildwood_MO_63011_P413971811571
132,House for Sale,"$415,000","966 Arlington Glen Dr,",Fenton,MO,63026,"2,687",4,3.5,https://www.realtor.com//realestateandhomes-detail/966-Arlington-Glen-Dr_Fenton_MO_63026_M85281-98473
